"","Left_Right_Wing","BirthYear","Income","Religiousity","Education","Country","Location","Gender","Occupation","Marital_Status","Age"
"52945",7,1988,1,2,5,"Sweden",4,1,810,4,28
"46892",5,1974,1,4,4,"Austria",2,2,611,1,42
"43204",4,1962,4,2,4,"Austria",1,1,532,1,54
"89742",6,1972,5,3,4,"Bulgaria",3,2,750,1,44
"41123",5,1981,2,2,3,"Austria",2,1,713,4,35
"49765",7,1987,3,2,4,"Sweden",4,2,720,1,29
"50415",7,1944,4,2,3,"Sweden",3,2,340,1,72
"51702",3,1968,3,1,5,"Sweden",2,1,310,4,48
"47086",1,1985,1,1,8,"Austria",3,1,334,4,31
"50064",2,1951,3,1,8,"Sweden",4,1,240,4,65
"57582",7,1955,4,2,6,"Sweden",3,1,240,1,61
"50001",8,1964,5,2,3,"Sweden",2,1,130,1,52
"5659",10,1953,4,2,4,"Sweden",4,1,830,1,63
"57042",4,1942,1,2,4,"Sweden",3,2,610,4,74
"51743",7,1982,4,1,4,"Sweden",2,1,310,1,34
"48753",5,1971,3,3,4,"Austria",3,2,411,1,45
"42084",3,1973,3,4,6,"Austria",2,2,235,1,43
"57251",6,1952,4,2,4,"Sweden",4,1,520,1,64
"46335",3,1968,1,4,4,"Austria",1,1,263,4,48
"40242",4,1983,3,1,7,"Austria",3,2,243,4,33
"57353",6,1944,2,2,2,"Sweden",1,1,610,2,72
"53732",1,1953,5,3,8,"Sweden",3,2,240,1,63
"41955",2,1959,5,2,4,"Austria",3,1,241,1,57
"50744",5,1954,2,4,6,"Sweden",2,2,330,4,62
"57362",7,1984,3,1,8,"Sweden",1,1,210,1,32
"51214",9,1975,5,2,4,"Sweden",3,2,120,1,41
"48564",5,1989,2,3,4,"Austria",1,1,722,1,27
"52161",3,1972,4,1,5,"Sweden",1,1,340,1,44
"46605",7,1955,4,3,4,"Austria",3,2,322,1,61
"46385",2,1964,1,1,4,"Austria",1,2,411,4,52
"43757",3,1962,2,4,4,"Austria",2,2,322,3,54
"47625",4,1977,2,2,4,"Austria",1,2,931,4,39
"57562",5,1953,3,2,4,"Sweden",4,2,410,2,63
"90922",10,1974,3,2,4,"Bulgaria",2,1,540,1,42
"40996",5,1964,5,3,4,"Austria",1,2,141,1,52
"41914",10,1979,3,4,8,"Austria",1,1,112,4,37
"52913",0,1978,3,1,6,"Sweden",2,1,230,1,38
"51524",7,1951,1,2,2,"Sweden",2,1,820,4,65
"56023",1,1952,5,1,6,"Sweden",4,1,210,4,64
"5244",1,1946,4,3,4,"Sweden",3,1,240,1,70
"53702",2,1981,1,3,8,"Sweden",2,2,230,4,35
"50222",7,1949,3,2,3,"Sweden",1,1,720,1,67
"52092",2,1981,1,1,4,"Sweden",4,2,520,4,35
"54893",5,1945,4,1,4,"Sweden",3,1,310,1,71
"54271",2,1951,3,1,6,"Sweden",4,2,320,1,65
"57321",5,1955,2,2,4,"Sweden",4,2,340,4,61
"48893",5,1969,5,3,8,"Austria",4,1,112,1,47
"46124",3,1986,3,3,5,"Austria",2,2,235,4,30
"48263",5,1969,2,4,4,"Austria",1,2,222,4,47
"39682",4,1962,3,4,4,"Austria",1,2,911,2,54
"42696",0,1961,3,3,4,"Austria",1,1,522,1,55
"55013",3,1956,3,2,5,"Sweden",4,1,830,1,60
"43954",6,1981,4,2,4,"Austria",2,1,752,1,35
"44114",8,1965,5,1,8,"Austria",1,1,134,1,51
"40526",5,1966,3,3,5,"Austria",2,2,315,1,50
"44345",5,1994,2,2,4,"Austria",1,1,741,4,22
"53382",6,1946,5,2,8,"Sweden",3,2,340,1,70
"54982",2,1942,1,1,7,"Sweden",4,2,240,4,74
"49703",6,1965,4,1,6,"Sweden",4,2,340,4,51
"47684",6,1981,1,3,3,"Austria",1,2,265,1,35
"57372",4,1988,3,2,7,"Sweden",1,1,310,1,28
"41306",5,1985,2,3,7,"Austria",3,1,252,4,31
"47724",5,1959,3,3,4,"Austria",1,2,411,1,57
"50631",7,1943,5,2,4,"Sweden",4,1,120,1,73
"43423",3,1971,4,3,5,"Austria",1,2,334,1,45
"48804",7,1975,3,3,4,"Austria",2,1,752,4,41
"5723",5,1947,3,1,8,"Sweden",2,1,230,1,69
"49681",2,1959,2,2,4,"Sweden",3,1,410,4,57
"46903",3,1983,1,3,4,"Austria",1,1,522,4,33
"51533",3,1945,4,2,2,"Sweden",3,2,510,1,71
"47224",1,1985,3,3,3,"Austria",1,1,821,1,31
"57181",4,1951,4,1,5,"Sweden",4,1,310,1,65
"50042",7,1961,4,1,6,"Sweden",3,2,320,1,55
"53241",3,1964,4,1,4,"Sweden",2,1,710,1,52
"9018",1,1944,1,3,4,"Bulgaria",3,2,810,2,72
"47911",2,1956,4,3,6,"Austria",2,2,222,1,60
"44743",5,1994,5,3,4,"Austria",2,2,412,4,22
"51191",8,1969,4,2,7,"Sweden",3,1,120,1,47
"42564",5,1971,4,3,5,"Austria",2,2,235,1,45
"54842",3,1976,5,3,8,"Sweden",4,1,210,1,40
"53142",5,1955,1,2,4,"Sweden",1,1,720,1,61
"89431",2,1941,1,4,4,"Bulgaria",1,2,510,2,75
"50962",2,1965,5,3,8,"Sweden",4,1,240,1,51
"47122",5,1955,3,2,4,"Austria",2,2,411,1,61
"49853",1,1957,1,2,4,"Sweden",2,2,510,4,59
"57762",5,1961,4,2,4,"Sweden",2,2,910,1,55
"50482",5,1978,1,1,7,"Sweden",4,1,410,1,38
"54332",6,1940,3,3,6,"Sweden",4,2,340,1,76
"45683",3,1964,4,3,8,"Austria",1,2,235,4,52
"89401",7,1980,2,3,4,"Bulgaria",1,2,530,1,36
"9058",10,1978,4,3,4,"Bulgaria",2,1,830,1,38
"50621",2,1937,2,3,2,"Sweden",1,2,820,1,79
"49053",4,1981,2,1,4,"Austria",4,1,332,4,35
"44504",7,1981,3,3,4,"Austria",2,1,814,1,35
"57591",9,1989,1,1,7,"Sweden",4,1,510,1,27
"55232",5,1991,1,3,4,"Sweden",4,1,510,4,25
"57421",4,1985,1,1,8,"Sweden",4,1,240,1,31
"57011",3,1986,1,1,4,"Sweden",4,2,510,1,30
"45794",7,1963,5,3,4,"Austria",3,2,112,1,53
"56162",6,1966,3,3,4,"Sweden",4,1,240,4,50
"50773",4,1950,5,2,6,"Sweden",4,1,120,1,66
"5544",3,1985,1,1,4,"Sweden",3,1,830,4,31
"48743",2,1954,4,1,4,"Austria",3,2,112,1,62
"47494",6,1985,4,2,8,"Austria",2,1,134,1,31
"89232",8,1973,2,3,4,"Bulgaria",2,2,520,3,43
"49552",4,1942,5,2,7,"Sweden",4,1,240,1,74
"9260",5,1968,4,3,4,"Bulgaria",1,1,930,1,48
"52533",7,1959,1,3,4,"Sweden",4,2,340,4,57
"9485",5,1962,4,3,4,"Bulgaria",1,2,520,1,54
"9713",8,1938,2,4,4,"Bulgaria",3,1,330,1,78
"40527",5,1966,3,3,5,"Austria",2,2,315,1,50
"55624",4,1948,4,2,6,"Sweden",2,1,120,1,68
"9497",7,1959,4,1,4,"Bulgaria",3,1,510,3,57
"56251",7,1974,5,4,8,"Sweden",4,2,230,1,42
"53852",3,1965,5,1,7,"Sweden",3,2,120,1,51
"9726",2,1949,2,3,3,"Bulgaria",1,1,960,1,67
"53762",7,1952,5,2,9,"Sweden",4,1,220,1,64
"89922",6,1941,1,3,3,"Bulgaria",3,2,510,2,75
"56843",5,1969,4,2,6,"Sweden",1,2,230,1,47
"42434",7,1991,3,3,3,"Austria",1,1,933,4,25
"9498",4,1965,4,2,4,"Bulgaria",3,1,720,1,51
"48234",10,1956,3,3,4,"Austria",2,2,524,1,60
"40413",4,1952,5,2,8,"Austria",3,1,242,1,64
"50401",6,1971,2,2,4,"Sweden",4,1,710,1,45
"9715",3,1935,1,3,3,"Bulgaria",3,1,810,2,81
"9475",4,1955,3,3,4,"Bulgaria",3,2,260,1,61
"9049",8,1979,4,3,4,"Bulgaria",3,1,710,1,37
"89391",4,1960,3,3,4,"Bulgaria",1,2,420,1,56
"98151",1,1988,5,3,8,"Bulgaria",2,1,820,4,28
"89552",10,1965,5,2,4,"Bulgaria",3,1,510,1,51
"9066",10,1974,4,4,8,"Bulgaria",2,2,230,1,42
"55771",6,1975,4,1,4,"Sweden",1,1,720,4,41
"57213",6,1949,4,2,7,"Sweden",3,2,320,1,67
"49445",5,1990,2,3,4,"Austria",1,1,834,4,26
"44198",5,1973,3,3,4,"Austria",1,1,314,1,43
"9714",0,1932,1,3,3,"Bulgaria",3,2,430,2,84
"9479",6,1974,2,2,4,"Bulgaria",3,2,520,3,42
"89931",7,1942,1,3,3,"Bulgaria",3,2,830,4,74
"9240",7,1989,4,2,8,"Bulgaria",3,2,230,1,27
"40003",5,1961,4,4,4,"Austria",2,2,411,1,55
"54042",7,1974,5,1,4,"Sweden",4,1,210,1,42
"9154",0,1936,1,1,4,"Bulgaria",2,2,530,2,80
"46984",5,1980,5,3,4,"Austria",1,1,611,4,36
"50043",7,1961,4,1,6,"Sweden",3,2,320,1,55
"47593",5,1956,4,3,4,"Austria",1,1,821,1,60
"43976",2,1970,5,2,8,"Austria",1,2,235,1,46
"52173",8,1961,5,2,6,"Sweden",3,2,120,1,55
"52162",3,1972,4,1,5,"Sweden",1,1,340,1,44
"51072",4,1956,5,1,9,"Sweden",4,2,230,1,60
"44474",5,1988,2,2,4,"Austria",2,1,741,4,28
"43695",6,1978,5,3,8,"Austria",4,1,252,1,38
"9796",5,1942,5,4,4,"Bulgaria",1,1,420,1,74
"53733",1,1953,5,3,8,"Sweden",3,2,240,1,63
"48713",6,1984,4,3,4,"Austria",1,1,741,4,32
"9315",0,1957,1,3,4,"Bulgaria",1,2,260,3,59
"40494",4,1962,4,3,4,"Austria",1,2,325,1,54
"52994",5,1937,2,2,2,"Sweden",2,1,720,1,79
"9224",7,1968,5,3,8,"Bulgaria",2,2,810,1,48
"42996",5,1977,5,1,8,"Austria",1,1,216,1,39
"55891",5,1943,2,3,4,"Sweden",3,2,120,1,73
"46612",4,1958,1,4,4,"Austria",1,2,441,1,58
"43275",4,1962,4,4,4,"Austria",1,2,532,1,54
"91071",10,1980,4,3,4,"Bulgaria",2,2,510,4,36
"9379",10,1955,1,2,3,"Bulgaria",2,1,920,4,61
"9752",9,1956,4,3,4,"Bulgaria",1,2,510,3,60
"8941",3,1956,2,2,4,"Bulgaria",1,1,930,1,60
"41975",5,1952,3,3,2,"Austria",3,1,541,1,64
"51253",7,1944,5,1,3,"Sweden",4,1,210,1,72
"48823",5,1982,2,3,4,"Austria",4,1,241,4,34
"9234",5,1989,5,3,8,"Bulgaria",3,1,240,4,27
"53081",3,1959,4,2,4,"Sweden",1,2,730,1,57
"9225",8,1947,2,3,4,"Bulgaria",2,1,810,3,69
"9226",10,1959,5,3,4,"Bulgaria",2,1,350,1,57
"9179",2,1953,2,1,8,"Bulgaria",3,2,230,2,63
"52653",7,1972,5,1,8,"Sweden",4,1,120,1,44
"9089",0,1975,4,3,8,"Bulgaria",2,2,230,1,41
"57373",4,1988,3,2,7,"Sweden",1,1,310,1,28
"89831",7,1991,4,3,4,"Bulgaria",3,1,810,1,25
"395812",8,1972,2,2,4,"Austria",2,1,334,4,44
"53703",2,1981,1,3,8,"Sweden",2,2,230,4,35
"46912",5,1974,1,3,3,"Austria",1,1,112,1,42
"51052",7,1970,3,1,7,"Sweden",4,1,210,4,46
"57012",3,1986,1,1,4,"Sweden",4,2,510,1,30
"50501",8,1978,3,2,7,"Sweden",1,2,340,1,38
"42525",5,1972,2,2,4,"Austria",1,2,411,1,44
"47645",1,1957,4,1,8,"Austria",3,2,325,3,59
"89302",7,1992,2,3,4,"Bulgaria",2,1,960,4,24
"51921",8,1967,2,1,4,"Sweden",4,1,830,1,49
"9150",2,1956,1,4,4,"Bulgaria",2,2,910,3,60
"42176",9,1964,5,3,8,"Austria",3,2,241,1,52
"52344",5,1968,5,4,6,"Sweden",3,1,130,1,48
"9617",6,1960,5,2,4,"Bulgaria",3,1,530,1,56
"9324",6,1979,5,2,4,"Bulgaria",3,1,350,1,37
"9311",10,1945,2,4,3,"Bulgaria",1,1,830,1,71
"45022",0,1965,4,2,6,"Austria",1,2,222,1,51
"43264",7,1966,3,3,4,"Austria",1,1,713,1,50
"57583",7,1955,4,2,6,"Sweden",3,1,240,1,61
"50243",3,1974,5,2,4,"Sweden",1,2,310,1,42
"57631",3,1938,3,1,8,"Sweden",2,1,210,1,78
"49742",4,1945,5,3,8,"Sweden",4,1,120,1,71
"45564",5,1973,2,2,4,"Austria",2,1,933,4,43
"9108",0,1951,1,1,4,"Bulgaria",2,1,930,3,65
"41858",5,1980,3,2,3,"Austria",1,1,721,4,36
"53311",8,1967,4,2,4,"Sweden",2,2,830,1,49
"54192",3,1969,5,2,7,"Sweden",3,2,310,1,47
"9857",5,1979,1,1,2,"Bulgaria",3,1,960,4,37
"50002",8,1964,5,2,3,"Sweden",2,1,130,1,52
"53714",10,1975,2,1,4,"Sweden",3,1,830,4,41
"94681",5,1975,3,3,3,"Bulgaria",3,1,930,1,41
"53561",4,1956,3,1,8,"Sweden",4,2,220,4,60
"9296",5,1976,4,3,4,"Bulgaria",3,1,350,1,40
"93331",9,1984,4,3,8,"Bulgaria",3,2,240,1,32
"56362",7,1962,5,2,4,"Sweden",4,1,310,1,54
"51452",3,1949,3,2,5,"Sweden",4,2,410,1,67
"9747",8,1968,3,1,8,"Bulgaria",3,1,210,1,48
"93651",4,1959,1,2,4,"Bulgaria",2,2,810,3,57
"49113",4,1975,4,2,6,"Austria",2,2,332,1,41
"40997",5,1964,5,3,4,"Austria",1,2,141,1,52
"9384",2,1959,4,3,4,"Bulgaria",2,2,410,1,57
"8963",0,1975,4,3,4,"Bulgaria",2,1,720,1,41
"43584",4,1966,5,3,4,"Austria",1,1,223,1,50
"54894",5,1945,4,1,4,"Sweden",3,1,310,1,71
"9388",3,1961,3,3,4,"Bulgaria",2,2,520,1,55
"9860",4,1971,1,2,3,"Bulgaria",3,1,930,4,45
"9723",5,1961,1,3,8,"Bulgaria",1,1,210,4,55
"9832",0,1945,1,2,4,"Bulgaria",3,1,710,2,71
"49543",5,1940,5,2,5,"Sweden",1,2,340,1,76
"49172",5,1965,2,3,6,"Austria",2,2,265,3,51
"46606",7,1955,4,3,4,"Austria",3,2,322,1,61
"5059",2,1950,2,3,7,"Sweden",4,2,320,1,66
"9478",8,1961,3,2,4,"Bulgaria",3,2,30,1,55
"43955",6,1981,4,2,4,"Austria",2,1,752,1,35
"41744",4,1954,3,3,5,"Austria",1,1,411,3,62
"43424",3,1971,4,3,5,"Austria",1,2,334,1,45
"57811",7,1965,5,2,8,"Sweden",4,2,120,1,51
"56292",7,1961,5,4,7,"Sweden",4,2,230,1,55
"9263",2,1942,3,3,7,"Bulgaria",3,2,230,1,74
"5745",3,1933,3,1,6,"Sweden",2,1,240,1,83
"89663",0,1952,3,3,4,"Bulgaria",2,2,440,1,64
"5401",5,1939,3,3,2,"Sweden",2,1,340,1,77
"57231",5,1947,3,1,8,"Sweden",2,1,230,1,69
"9128",8,1981,3,3,4,"Bulgaria",2,2,520,1,35
"9065",8,1970,4,3,4,"Bulgaria",3,1,350,1,46
"9412",6,1964,4,2,8,"Bulgaria",3,1,330,1,52
"51882",3,1950,1,2,4,"Sweden",1,1,830,4,66
"49145",6,1964,2,3,4,"Austria",2,2,513,1,52
"51192",8,1969,4,2,7,"Sweden",3,1,120,1,47
"39722",5,1962,5,3,8,"Austria",4,1,333,1,54
"9664",10,1976,4,3,4,"Bulgaria",1,2,530,1,40
"9158",7,1952,3,1,4,"Bulgaria",3,1,810,1,64
"46854",5,1967,4,1,8,"Austria",4,2,411,3,49
"98021",5,1966,5,4,4,"Bulgaria",1,2,520,1,50
"41336",4,1991,1,2,7,"Austria",3,2,522,4,25
"47184",3,1969,5,1,5,"Austria",1,1,818,1,47
"89493",10,1975,4,2,4,"Bulgaria",3,1,520,1,41
"9839",2,1983,4,1,8,"Bulgaria",3,2,510,1,33
"53402",0,1955,1,2,4,"Sweden",3,2,510,4,61
"50682",3,1956,5,1,8,"Sweden",4,1,240,1,60
"47173",4,1984,3,3,3,"Austria",1,2,411,1,32
"42213",1,1986,2,3,4,"Austria",3,2,411,4,30
"50691",10,1976,5,1,4,"Sweden",3,2,210,1,40
"54925",7,1974,4,2,7,"Sweden",2,1,210,1,42
"46336",3,1968,1,4,4,"Austria",1,1,263,4,48
"51825",8,1946,1,3,3,"Sweden",3,1,340,4,70
"46386",2,1964,1,1,4,"Austria",1,2,411,4,52
"9467",4,1952,2,3,4,"Bulgaria",3,2,430,3,64
"50013",2,1947,4,1,4,"Sweden",4,1,340,1,69
"56591",10,1953,4,2,4,"Sweden",4,1,830,1,63
"50374",7,1948,3,2,6,"Sweden",1,2,320,1,68
"9391",1,1942,2,1,4,"Bulgaria",2,1,930,1,74
"53932",5,1947,1,1,4,"Sweden",4,1,720,4,69
"8945",5,1971,4,3,4,"Bulgaria",1,1,420,1,45
"46434",5,1965,3,4,5,"Austria",1,2,412,1,51
"5101",5,1942,1,2,2,"Sweden",1,2,520,4,74
"9685",7,1980,5,2,8,"Bulgaria",3,2,120,1,36
"55933",6,1955,3,3,4,"Sweden",2,1,710,1,61
"44812",7,1962,4,3,5,"Austria",1,1,611,1,54
"9803",8,1969,5,4,4,"Bulgaria",1,1,930,1,47
"89463",3,1940,1,3,3,"Bulgaria",3,2,910,2,76
"56883",4,1973,5,1,8,"Sweden",3,2,210,1,43
"55603",5,1990,2,2,4,"Sweden",3,2,510,4,26
"50233",3,1945,4,2,4,"Sweden",2,1,710,1,71
"53754",1,1938,1,2,4,"Sweden",3,2,810,2,78
"91621",7,1948,3,2,7,"Bulgaria",1,1,350,1,68
"54831",6,1958,5,3,5,"Sweden",3,2,120,1,58
"9841",8,1970,4,2,4,"Bulgaria",3,2,520,1,46
"48894",5,1969,5,3,8,"Austria",4,1,112,1,47
"9494",5,1971,3,1,4,"Bulgaria",3,1,540,1,45
"47495",6,1985,4,2,8,"Austria",2,1,134,1,31
"5500",8,1948,3,2,7,"Sweden",3,1,240,1,68
"52363",4,1947,1,2,3,"Sweden",1,1,820,1,69
"47464",7,1974,2,2,5,"Austria",2,1,513,4,42
"54333",6,1940,3,3,6,"Sweden",4,2,340,1,76
"97191",0,1941,1,4,3,"Bulgaria",1,2,830,2,75
"9190",0,1964,3,1,4,"Bulgaria",2,1,740,1,52
"47732",6,1969,4,1,5,"Austria",3,1,111,1,47
"49054",4,1981,2,1,4,"Austria",4,1,332,4,35
"9743",5,1976,2,3,3,"Bulgaria",2,1,960,1,40
"55441",3,1985,1,1,4,"Sweden",3,1,830,4,31
"9250",5,1987,2,3,4,"Bulgaria",1,2,520,1,29
"51904",9,1947,5,2,3,"Sweden",3,1,340,1,69
"9452",10,1955,2,3,4,"Bulgaria",1,2,750,2,61
"5624",10,1965,3,3,4,"Sweden",2,2,520,1,51
"41391",2,1965,5,2,8,"Austria",3,2,241,1,51
"46337",3,1968,1,4,4,"Austria",1,1,263,4,48
"42223",5,1971,4,2,4,"Austria",3,1,723,1,45
"46985",5,1980,5,3,4,"Austria",1,1,611,4,36
"47421",5,1984,5,3,5,"Austria",1,1,332,1,32
"39763",3,1988,4,3,7,"Austria",2,2,226,4,28
"43353",4,1969,3,3,5,"Austria",2,2,234,1,47
"46961",6,1965,4,3,8,"Austria",1,2,833,1,51
"43585",4,1966,5,3,4,"Austria",1,1,223,1,50
"42605",6,1963,4,2,5,"Austria",2,1,251,1,53
"47413",7,1990,5,2,4,"Austria",2,2,516,4,26
"42526",5,1972,2,2,4,"Austria",1,2,411,1,44
"44807",5,1966,5,3,5,"Austria",1,1,541,1,50
"43655",5,1978,3,2,6,"Austria",1,1,11,1,38
"39993",4,1976,4,2,8,"Austria",2,1,241,4,40
"46872",5,1960,4,2,4,"Austria",2,2,512,1,56
"40998",5,1964,5,3,4,"Austria",1,2,141,1,52
"39723",5,1962,5,3,8,"Austria",4,1,333,1,54
"41535",3,1970,5,1,4,"Austria",3,1,515,1,46
"47154",5,1982,4,2,5,"Austria",3,2,524,1,34
"46613",4,1958,1,4,4,"Austria",1,2,441,1,58
"44774",7,1956,5,4,4,"Austria",3,1,112,1,60
"44115",8,1965,5,1,8,"Austria",1,1,134,1,51
"47256",5,1981,1,3,4,"Austria",3,1,523,4,35
"44199",5,1973,3,3,4,"Austria",1,1,314,1,43
"44795",3,1965,3,1,8,"Austria",2,1,216,4,51
"43064",4,1972,2,3,5,"Austria",1,2,411,3,44
"47814",5,1996,2,2,3,"Austria",2,1,721,4,20
"41212",1,1985,3,4,3,"Austria",4,1,532,1,31
"40142",4,1935,3,1,6,"Austria",4,2,234,3,81
"46904",3,1983,1,3,4,"Austria",1,1,522,4,33
"46484",5,1991,2,3,4,"Austria",1,1,834,4,25
"44454",5,1958,5,3,4,"Austria",2,2,332,1,58
"45274",3,1957,5,3,9,"Austria",4,2,264,1,59
"39663",4,1953,2,4,4,"Austria",2,1,515,1,63
"42276",5,1986,5,3,4,"Austria",1,1,541,1,30
"44874",4,1977,2,3,5,"Austria",2,2,532,4,39
"40511",7,1980,2,2,4,"Austria",2,1,723,1,36
"41316",2,1994,4,3,4,"Austria",1,2,411,1,22
"40603",6,1989,2,2,4,"Austria",2,1,752,4,27
"40105",1,1986,5,1,4,"Austria",1,2,541,4,30
"41844",5,1969,4,4,8,"Austria",1,1,264,1,47
"41837",5,1958,2,2,4,"Austria",3,2,522,2,58
"41546",5,1988,4,3,4,"Austria",4,2,325,4,28
"40123",2,1961,5,1,4,"Austria",2,1,243,1,55
"40064",2,1961,4,2,3,"Austria",1,1,731,1,55
"40533",5,1960,2,3,4,"Austria",1,2,516,1,56
"42115",7,1967,5,4,8,"Austria",1,1,233,3,49
"40844",2,1989,5,2,8,"Austria",2,2,341,4,27
"45284",5,1979,2,3,4,"Austria",1,2,522,3,37
"47594",5,1956,4,3,4,"Austria",1,1,821,1,60
"41915",10,1979,3,4,8,"Austria",1,1,112,4,37
"47725",5,1959,3,3,4,"Austria",1,2,411,1,57
"40004",5,1961,4,4,4,"Austria",2,2,411,1,55
"42676",5,1974,3,3,5,"Austria",2,1,143,1,42
"40352",5,1962,2,3,8,"Austria",4,2,235,4,54
"46522",5,1957,3,4,8,"Austria",1,1,235,3,59
"47286",5,1984,3,3,3,"Austria",1,1,314,4,32
"45364",5,1979,3,3,4,"Austria",2,1,522,1,37
"41423",4,1984,4,3,5,"Austria",1,1,242,1,32
"47855",7,1987,2,3,4,"Austria",2,2,532,4,29
"39902",5,1961,1,3,4,"Austria",2,1,711,1,55
"41435",2,1970,2,2,5,"Austria",3,1,411,4,46
"40734",3,1975,4,3,8,"Austria",1,2,421,1,41
"44703",6,1951,2,4,3,"Austria",1,1,732,3,65
"41786",3,1976,4,3,4,"Austria",1,1,722,4,40
"44505",7,1981,3,3,4,"Austria",2,1,814,1,35
"44475",5,1988,2,2,4,"Austria",2,1,741,4,28
"46435",5,1965,3,4,5,"Austria",1,2,412,1,51
"41646",5,1975,3,2,8,"Austria",3,1,233,3,41
"43758",3,1962,2,4,4,"Austria",2,2,322,3,54
"42805",5,1957,2,3,4,"Austria",1,1,821,1,59
"43395",5,1965,4,3,3,"Austria",1,1,141,1,51
"395813",8,1972,2,2,4,"Austria",2,1,334,4,44
"41805",2,1956,3,3,4,"Austria",3,2,411,1,60
"40254",0,1975,4,1,8,"Austria",4,1,134,4,41
"46913",5,1974,1,3,3,"Austria",1,1,112,1,42
"47792",5,1990,2,3,4,"Austria",1,1,741,1,26
"41134",3,1956,4,1,3,"Austria",3,2,512,1,60
"39923",4,1983,3,2,4,"Austria",3,2,523,4,33
"40414",4,1952,5,2,8,"Austria",3,1,242,1,64
"42817",5,1965,3,3,4,"Austria",3,1,933,4,51
"48005",7,1986,2,3,4,"Austria",1,1,322,4,30
"43666",5,1962,5,3,5,"Austria",2,1,311,1,54
"39874",10,1975,3,3,4,"Austria",1,2,531,1,41
"41443",5,1987,4,3,4,"Austria",3,1,522,1,29
"45076",4,1959,3,3,6,"Austria",2,2,513,3,57
"47123",5,1955,3,2,4,"Austria",2,2,411,1,61
"44327",5,1961,2,1,9,"Austria",2,1,241,4,55
"40084",6,1966,5,3,4,"Austria",2,1,313,1,50
"39963",5,1961,5,3,4,"Austria",1,1,332,1,55
"42565",5,1971,4,3,5,"Austria",2,2,235,1,45
"40965",7,1992,1,2,5,"Austria",4,2,411,1,24
"47733",6,1969,4,1,5,"Austria",3,1,111,1,47
"40652",3,1951,5,1,5,"Austria",3,1,251,1,65
"46893",5,1974,1,4,4,"Austria",2,2,611,1,42
"43303",2,1956,5,3,5,"Austria",1,1,132,1,60
"39811",5,1975,5,3,4,"Austria",4,1,723,1,41
"45223",1,1970,3,3,4,"Austria",1,2,411,1,46
"45815",1,1971,3,3,4,"Austria",1,1,552,1,45
"42043",8,1985,1,4,4,"Austria",2,2,524,4,31
"44855",3,1967,3,3,5,"Austria",2,1,241,3,49
"47496",6,1985,4,2,8,"Austria",2,1,134,1,31
"45863",6,1970,2,3,4,"Austria",2,1,818,4,46
"44787",5,1969,5,3,9,"Austria",2,1,741,1,47
"45263",4,1985,4,3,2,"Austria",1,1,621,4,31
"45795",7,1963,5,3,4,"Austria",3,2,112,1,53
"41964",4,1959,4,3,5,"Austria",1,2,233,1,57
"41124",5,1981,2,2,3,"Austria",2,1,713,4,35
"45013",3,1968,4,3,4,"Austria",2,2,234,1,48
"45914",5,1956,1,3,4,"Austria",1,1,524,1,60
"40472",4,1989,4,2,8,"Austria",4,1,214,4,27
"39711",2,1975,2,3,4,"Austria",2,1,314,3,41
"43696",6,1978,5,3,8,"Austria",4,1,252,1,38
"42435",7,1991,3,3,3,"Austria",1,1,933,4,25
"39932",1,1964,5,1,5,"Austria",1,1,411,3,52
"41583",5,1970,2,2,4,"Austria",4,1,752,4,46
"47685",6,1981,1,3,3,"Austria",1,2,265,1,35
"41662",5,1960,5,4,6,"Austria",1,2,226,1,56
"47613",3,1972,4,2,8,"Austria",4,2,233,1,44
"41924",3,1962,3,2,8,"Austria",4,1,325,1,54
"44175",3,1967,5,3,6,"Austria",3,2,235,1,49
"46387",2,1964,1,1,4,"Austria",1,2,411,4,52
"44813",7,1962,4,3,5,"Austria",1,1,611,1,54
"40624",8,1958,5,3,5,"Austria",3,2,243,1,58
"47203",2,1969,5,1,4,"Austria",1,2,513,1,47
"44023",3,1969,4,3,8,"Austria",4,1,216,1,47
"39782",5,1964,5,3,5,"Austria",4,2,264,3,52
"46112",8,1954,2,3,4,"Austria",1,1,722,1,62
"46004",6,1966,4,3,5,"Austria",1,2,243,4,50
"41622",4,1977,4,3,4,"Austria",1,1,754,1,39
"45753",5,1959,2,1,4,"Austria",1,1,731,1,57
"46855",5,1967,4,1,8,"Austria",4,2,411,3,49
"44744",5,1994,5,3,4,"Austria",2,2,412,4,22
"41283",5,1958,3,2,4,"Austria",1,2,222,2,58
"41736",0,1962,3,3,4,"Austria",2,1,311,1,54
"47833",5,1976,5,2,4,"Austria",1,1,422,1,40
"42164",5,1969,2,3,4,"Austria",2,1,731,1,47
"43053",3,1964,5,2,5,"Austria",2,1,134,1,52
"40774",5,1958,5,3,8,"Austria",1,2,112,1,58
"40236",2,1983,2,2,8,"Austria",4,2,325,1,33
"47465",7,1974,2,2,5,"Austria",2,1,513,4,42
"39592",5,1961,5,2,4,"Austria",1,1,814,1,55
"45215",5,1963,3,2,4,"Austria",1,1,751,1,53
"42214",1,1986,2,3,4,"Austria",3,2,411,4,30
"40056",4,1983,2,3,8,"Austria",1,2,226,4,33
"46607",7,1955,4,3,4,"Austria",3,2,322,1,61
"47336",3,1981,3,3,4,"Austria",3,2,243,4,35
"46722",5,1988,4,3,8,"Austria",1,2,261,1,28
